line_no,raw_line,time_raw,time,module,level,pid,tid,client_ip,client_port,error_code,message,parse_status,record_type,parse_note
202,[Mon Jun 16 17:28:21.486704 2025] [proxy:error] [pid 4452:tid 140598852220672] [client 210.110.68.35:61867] AH00898: Error reading from remote server returned by /,Mon Jun 16 17:28:21.486704 2025,2025-06-16 17:28:21.486704,proxy,error,4452,140598852220672,210.110.68.35,61867,AH00898,AH00898: Error reading from remote server returned by /,SUCCESS,STANDARD_HEADER,
203,"[Mon Jun 16 17:31:50.688939 2025] [mpm_event:notice] [pid 4444:tid 140599448873280] AH00492: caught SIGWINCH, shutting down gracefully",Mon Jun 16 17:31:50.688939 2025,2025-06-16 17:31:50.688939,mpm_event,notice,4444,140599448873280,,,AH00492,"AH00492: caught SIGWINCH, shutting down gracefully",SUCCESS,STANDARD_HEADER,
204,[Mon Jun 16 17:33:00.986365 2025] [suexec:notice] [pid 5118:tid 140485521467712] AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),Mon Jun 16 17:33:00.986365 2025,2025-06-16 17:33:00.986365,suexec,notice,5118,140485521467712,,,AH01232,AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),SUCCESS,STANDARD_HEADER,
205,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",,,,,,,,,AH00558,"AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using localhost.localdomain. Set the 'ServerName' directive globally to suppress this message",PARTIAL,MISSING_TIMESTAMP_HEADER,MISSING_TIMESTAMP_HEADER
206,[Mon Jun 16 17:33:01.002334 2025] [lbmethod_heartbeat:notice] [pid 5118:tid 140485521467712] AH02282: No slotmem from mod_heartmonitor,Mon Jun 16 17:33:01.002334 2025,2025-06-16 17:33:01.002334,lbmethod_heartbeat,notice,5118,140485521467712,,,AH02282,AH02282: No slotmem from mod_heartmonitor,SUCCESS,STANDARD_HEADER,
207,[Mon Jun 16 17:33:01.002932 2025] [http2:warn] [pid 5118:tid 140485521467712] AH02951: mod_ssl does not seem to be enabled,Mon Jun 16 17:33:01.002932 2025,2025-06-16 17:33:01.002932,http2,warn,5118,140485521467712,,,AH02951,AH02951: mod_ssl does not seem to be enabled,SUCCESS,STANDARD_HEADER,
208,[Mon Jun 16 17:33:01.004987 2025] [mpm_event:notice] [pid 5118:tid 140485521467712] AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,Mon Jun 16 17:33:01.004987 2025,2025-06-16 17:33:01.004987,mpm_event,notice,5118,140485521467712,,,AH00489,AH00489: Apache/2.4.37 (Rocky Linux) configured -- resuming normal operations,SUCCESS,STANDARD_HEADER,
209,[Mon Jun 16 17:33:01.005004 2025] [core:notice] [pid 5118:tid 140485521467712] AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',Mon Jun 16 17:33:01.005004 2025,2025-06-16 17:33:01.005004,core,notice,5118,140485521467712,,,AH00094,AH00094: Command line: '/usr/sbin/httpd -D FOREGROUND',SUCCESS,STANDARD_HEADER,
210,[Mon Jun 16 19:08:02.783888 2025] [proxy:warn] [pid 5127:tid 140484773123840] [client 61.3.30.185:34656] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Mon Jun 16 19:08:02.783888 2025,2025-06-16 19:08:02.783888,proxy,warn,5127,140484773123840,61.3.30.185,34656,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,SUCCESS,STANDARD_HEADER,
211,[Tue Jun 17 09:04:06.386165 2025] [proxy:warn] [pid 5492:tid 140484143998720] [client 172.236.137.159:34504] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Tue Jun 17 09:04:06.386165 2025,2025-06-17 09:04:06.386165,proxy,warn,5492,140484143998720,172.236.137.159,34504,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
212,[Tue Jun 17 09:04:06.547041 2025] [proxy:warn] [pid 5128:tid 140484605368064] [client 172.236.137.159:33806] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Tue Jun 17 09:04:06.547041 2025,2025-06-17 09:04:06.547041,proxy,warn,5128,140484605368064,172.236.137.159,33806,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
213,[Tue Jun 17 09:04:17.073225 2025] [proxy:warn] [pid 5128:tid 140484588582656] [client 172.236.137.159:60086] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Tue Jun 17 09:04:17.073225 2025,2025-06-17 09:04:17.073225,proxy,warn,5128,140484588582656,172.236.137.159,60086,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
214,[Tue Jun 17 11:33:49.527410 2025] [core:error] [pid 5127:tid 140484789909248] [client 121.36.197.83:39840] AH00126: Invalid URI in request POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,Tue Jun 17 11:33:49.527410 2025,2025-06-17 11:33:49.527410,core,error,5127,140484789909248,121.36.197.83,39840,AH00126,AH00126: Invalid URI in request POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1,SUCCESS,STANDARD_HEADER,
215,[Wed Jun 18 18:13:03.323257 2025] [proxy:warn] [pid 5492:tid 140483766490880] [client 172.232.232.169:36750] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Wed Jun 18 18:13:03.323257 2025,2025-06-18 18:13:03.323257,proxy,warn,5492,140483766490880,172.232.232.169,36750,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
216,[Wed Jun 18 18:13:03.529648 2025] [proxy:warn] [pid 5127:tid 140484672411392] [client 172.232.232.169:41492] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Wed Jun 18 18:13:03.529648 2025,2025-06-18 18:13:03.529648,proxy,warn,5127,140484672411392,172.232.232.169,41492,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
217,[Wed Jun 18 18:13:14.129631 2025] [proxy:warn] [pid 5128:tid 140484445906688] [client 172.232.232.169:55710] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Wed Jun 18 18:13:14.129631 2025,2025-06-18 18:13:14.129631,proxy,warn,5128,140484445906688,172.232.232.169,55710,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
218,[Thu Jun 19 14:17:21.183626 2025] [proxy:warn] [pid 5492:tid 140484135606016] [client 80.82.70.133:60000] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Thu Jun 19 14:17:21.183626 2025,2025-06-19 14:17:21.183626,proxy,warn,5492,140484135606016,80.82.70.133,60000,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
219,[Fri Jun 20 05:48:24.935701 2025] [proxy:warn] [pid 5127:tid 140484773123840] [client 43.153.59.74:42350] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jun 20 05:48:24.935701 2025,2025-06-20 05:48:24.935701,proxy,warn,5127,140484773123840,43.153.59.74,42350,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
220,[Fri Jun 20 23:41:15.734936 2025] [proxy:warn] [pid 5127:tid 140484908029696] [client 95.215.0.144:60023] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jun 20 23:41:15.734936 2025,2025-06-20 23:41:15.734936,proxy,warn,5127,140484908029696,95.215.0.144,60023,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
221,[Sat Jun 21 23:42:34.041251 2025] [proxy:warn] [pid 5127:tid 140484781516544] [client 172.236.137.159:41174] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sat Jun 21 23:42:34.041251 2025,2025-06-21 23:42:34.041251,proxy,warn,5127,140484781516544,172.236.137.159,41174,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
222,[Sat Jun 21 23:42:34.206920 2025] [proxy:warn] [pid 5492:tid 140484899636992] [client 172.236.137.159:41192] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sat Jun 21 23:42:34.206920 2025,2025-06-21 23:42:34.206920,proxy,warn,5492,140484899636992,172.236.137.159,41192,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
223,[Sat Jun 21 23:42:44.731448 2025] [proxy:warn] [pid 5128:tid 140484471084800] [client 172.236.137.159:58192] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sat Jun 21 23:42:44.731448 2025,2025-06-21 23:42:44.731448,proxy,warn,5128,140484471084800,172.236.137.159,58192,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
224,[Sun Jun 22 04:02:20.626574 2025] [proxy:warn] [pid 5492:tid 140484118820608] [client 103.70.167.72:64425] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Sun Jun 22 04:02:20.626574 2025,2025-06-22 04:02:20.626574,proxy,warn,5492,140484118820608,103.70.167.72,64425,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,SUCCESS,STANDARD_HEADER,
225,[Sun Jun 22 12:38:00.776902 2025] [proxy:warn] [pid 5492:tid 140484504688384] [client 157.230.28.4:11723] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jun 22 12:38:00.776902 2025,2025-06-22 12:38:00.776902,proxy,warn,5492,140484504688384,157.230.28.4,11723,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
226,[Sun Jun 22 12:38:01.239583 2025] [proxy:warn] [pid 5127:tid 140484773123840] [client 157.230.28.4:17523] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jun 22 12:38:01.239583 2025,2025-06-22 12:38:01.239583,proxy,warn,5127,140484773123840,157.230.28.4,17523,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
227,[Sun Jun 22 12:38:02.207812 2025] [proxy:warn] [pid 5127:tid 140484924815104] [client 157.230.28.4:20049] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jun 22 12:38:02.207812 2025,2025-06-22 12:38:02.207812,proxy,warn,5127,140484924815104,157.230.28.4,20049,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
228,[Sun Jun 22 16:19:52.697559 2025] [proxy:warn] [pid 5492:tid 140484135606016] [client 103.207.224.219:53346] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /setup.cgi,Sun Jun 22 16:19:52.697559 2025,2025-06-22 16:19:52.697559,proxy,warn,5492,140484135606016,103.207.224.219,53346,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /setup.cgi,SUCCESS,STANDARD_HEADER,
229,[Sun Jun 22 17:03:03.154768 2025] [proxy:warn] [pid 5127:tid 140484916422400] [client 167.172.99.85:28603] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jun 22 17:03:03.154768 2025,2025-06-22 17:03:03.154768,proxy,warn,5127,140484916422400,167.172.99.85,28603,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
230,[Sun Jun 22 17:03:03.628322 2025] [proxy:warn] [pid 5128:tid 140484580189952] [client 167.172.99.85:8473] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jun 22 17:03:03.628322 2025,2025-06-22 17:03:03.628322,proxy,warn,5128,140484580189952,167.172.99.85,8473,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
231,[Sun Jun 22 17:03:04.593062 2025] [proxy:warn] [pid 5492:tid 140484102035200] [client 167.172.99.85:12885] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jun 22 17:03:04.593062 2025,2025-06-22 17:03:04.593062,proxy,warn,5492,140484102035200,167.172.99.85,12885,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
232,[Mon Jun 23 06:30:32.843996 2025] [proxy:warn] [pid 5492:tid 140483766490880] [client 172.232.232.10:56644] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Mon Jun 23 06:30:32.843996 2025,2025-06-23 06:30:32.843996,proxy,warn,5492,140483766490880,172.232.232.10,56644,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
233,[Mon Jun 23 06:30:33.102780 2025] [proxy:warn] [pid 5128:tid 140484714211072] [client 172.232.232.10:46750] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Mon Jun 23 06:30:33.102780 2025,2025-06-23 06:30:33.102780,proxy,warn,5128,140484714211072,172.232.232.10,46750,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
234,[Mon Jun 23 06:30:43.966349 2025] [proxy:warn] [pid 5126:tid 140484908029696] [client 172.232.232.10:53922] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Mon Jun 23 06:30:43.966349 2025,2025-06-23 06:30:43.966349,proxy,warn,5126,140484908029696,172.232.232.10,53922,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
235,[Wed Jun 25 06:37:41.975055 2025] [proxy:warn] [pid 5492:tid 140484908029696] [client 112.248.1.138:33611] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Wed Jun 25 06:37:41.975055 2025,2025-06-25 06:37:41.975055,proxy,warn,5492,140484908029696,112.248.1.138,33611,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,SUCCESS,STANDARD_HEADER,
236,[Wed Jun 25 14:23:44.219325 2025] [proxy:warn] [pid 5492:tid 140484521473792] [client 59.92.172.33:46452] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Wed Jun 25 14:23:44.219325 2025,2025-06-25 14:23:44.219325,proxy,warn,5492,140484521473792,59.92.172.33,46452,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,SUCCESS,STANDARD_HEADER,
237,[Fri Jun 27 00:28:28.432823 2025] [proxy:warn] [pid 5492:tid 140484555044608] [client 103.181.64.0:57104] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Fri Jun 27 00:28:28.432823 2025,2025-06-27 00:28:28.432823,proxy,warn,5492,140484555044608,103.181.64.0,57104,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,SUCCESS,STANDARD_HEADER,
238,[Fri Jun 27 19:00:16.169289 2025] [proxy:warn] [pid 5127:tid 140484664018688] [client 172.232.232.179:56026] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jun 27 19:00:16.169289 2025,2025-06-27 19:00:16.169289,proxy,warn,5127,140484664018688,172.232.232.179,56026,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
239,[Fri Jun 27 19:00:16.361616 2025] [proxy:warn] [pid 5492:tid 140484916422400] [client 172.232.232.179:35418] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jun 27 19:00:16.361616 2025,2025-06-27 19:00:16.361616,proxy,warn,5492,140484916422400,172.232.232.179,35418,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
