line_no,raw_line,ip,ident,authuser,time_raw,time,request,method,path,protocol,status,size,referer,agent,parse_status,request_type,parse_note
3653,"149.50.96.5 - - [13/Jul/2025:21:00:44 +0900] ""GET /admin/login.asp HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:21:00:44 +0900,2025-07-13 21:00:44+09:00,GET /admin/login.asp HTTP/1.1,GET,/admin/login.asp,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3654,"59.94.125.247 - - [13/Jul/2025:21:12:25 +0900] ""GET /boaform/admin/formLogin?username=user&psd=user HTTP/1.0"" 404 232 ""-"" ""-""",59.94.125.247,,,13/Jul/2025:21:12:25 +0900,2025-07-13 21:12:25+09:00,GET /boaform/admin/formLogin?username=user&psd=user HTTP/1.0,GET,/boaform/admin/formLogin?username=user&psd=user,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3655,"68.168.211.222 - - [13/Jul/2025:21:47:01 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",68.168.211.222,,,13/Jul/2025:21:47:01 +0900,2025-07-13 21:47:01+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3656,"68.168.211.222 - - [13/Jul/2025:21:47:02 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",68.168.211.222,,,13/Jul/2025:21:47:02 +0900,2025-07-13 21:47:02+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3657,"193.32.248.199 - - [13/Jul/2025:22:44:04 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36""",193.32.248.199,,,13/Jul/2025:22:44:04 +0900,2025-07-13 22:44:04+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3658,"165.232.145.234 - - [13/Jul/2025:22:44:21 +0900] ""GET /.env HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);""",165.232.145.234,,,13/Jul/2025:22:44:21 +0900,2025-07-13 22:44:21+09:00,GET /.env HTTP/1.1,GET,/.env,HTTP/1.1,404,232,,Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);,SUCCESS,STANDARD_HTTP,
3659,"165.232.145.234 - - [13/Jul/2025:22:44:21 +0900] ""GET /.git/config HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);""",165.232.145.234,,,13/Jul/2025:22:44:21 +0900,2025-07-13 22:44:21+09:00,GET /.git/config HTTP/1.1,GET,/.git/config,HTTP/1.1,404,232,,Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);,SUCCESS,STANDARD_HTTP,
3660,"20.169.105.85 - - [13/Jul/2025:22:50:26 +0900] ""GET /developmentserver/metadatauploader HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 zgrab/0.x""",20.169.105.85,,,13/Jul/2025:22:50:26 +0900,2025-07-13 22:50:26+09:00,GET /developmentserver/metadatauploader HTTP/1.1,GET,/developmentserver/metadatauploader,HTTP/1.1,404,232,,Mozilla/5.0 zgrab/0.x,SUCCESS,STANDARD_HTTP,
3661,"149.50.96.5 - - [13/Jul/2025:23:21:18 +0900] ""PUT /SDK/webLanguage HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:23:21:18 +0900,2025-07-13 23:21:18+09:00,PUT /SDK/webLanguage HTTP/1.1,PUT,/SDK/webLanguage,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3662,"167.94.138.206 - - [13/Jul/2025:23:46:03 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",167.94.138.206,,,13/Jul/2025:23:46:03 +0900,2025-07-13 23:46:03+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
3663,"167.94.138.206 - - [13/Jul/2025:23:46:09 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",167.94.138.206,,,13/Jul/2025:23:46:09 +0900,2025-07-13 23:46:09+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
3664,"167.94.138.206 - - [13/Jul/2025:23:46:10 +0900] ""PRI * HTTP/2.0"" 400 226 ""-"" ""-""",167.94.138.206,,,13/Jul/2025:23:46:10 +0900,2025-07-13 23:46:10+09:00,PRI * HTTP/2.0,PRI,*,HTTP/2.0,400,226,,,SUCCESS,STANDARD_HTTP,
3665,"167.94.138.206 - - [13/Jul/2025:23:46:15 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",167.94.138.206,,,13/Jul/2025:23:46:15 +0900,2025-07-13 23:46:15+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
3666,"167.94.138.206 - - [13/Jul/2025:23:46:17 +0900] ""PRI * HTTP/2.0"" 400 226 ""-"" ""-""",167.94.138.206,,,13/Jul/2025:23:46:17 +0900,2025-07-13 23:46:17+09:00,PRI * HTTP/2.0,PRI,*,HTTP/2.0,400,226,,,SUCCESS,STANDARD_HTTP,
3667,"167.94.138.206 - - [13/Jul/2025:23:46:24 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",167.94.138.206,,,13/Jul/2025:23:46:24 +0900,2025-07-13 23:46:24+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3668,"167.94.138.206 - - [13/Jul/2025:23:46:25 +0900] ""GET /wiki HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)""",167.94.138.206,,,13/Jul/2025:23:46:25 +0900,2025-07-13 23:46:25+09:00,GET /wiki HTTP/1.1,GET,/wiki,HTTP/1.1,404,232,,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),SUCCESS,STANDARD_HTTP,
3669,"149.50.96.5 - - [14/Jul/2025:00:57:33 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,14/Jul/2025:00:57:33 +0900,2025-07-14 00:57:33+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3670,"149.50.96.5 - - [14/Jul/2025:02:03:44 +0900] ""GET /userRpmNatDebugRpm26525557/start_art.html HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,14/Jul/2025:02:03:44 +0900,2025-07-14 02:03:44+09:00,GET /userRpmNatDebugRpm26525557/start_art.html HTTP/1.1,GET,/userRpmNatDebugRpm26525557/start_art.html,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3671,"149.50.96.5 - - [14/Jul/2025:02:54:28 +0900] ""GET /page/style/index.css HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,14/Jul/2025:02:54:28 +0900,2025-07-14 02:54:28+09:00,GET /page/style/index.css HTTP/1.1,GET,/page/style/index.css,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3672,"149.50.96.5 - - [14/Jul/2025:03:32:13 +0900] ""GET /cgi-bin/luci/;stok=/locale HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36""",149.50.96.5,,,14/Jul/2025:03:32:13 +0900,2025-07-14 03:32:13+09:00,GET /cgi-bin/luci/;stok=/locale HTTP/1.1,GET,/cgi-bin/luci/;stok=/locale,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3673,"68.69.186.238 - - [14/Jul/2025:03:59:54 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""-""",68.69.186.238,,,14/Jul/2025:03:59:54 +0900,2025-07-14 03:59:54+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,,SUCCESS,STANDARD_HTTP,
3674,"35.202.9.133 - - [14/Jul/2025:04:12:58 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (compatible; tchelebi/1.0; +http://tchelebi.io)""",35.202.9.133,,,14/Jul/2025:04:12:58 +0900,2025-07-14 04:12:58+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Mozilla/5.0 (compatible; tchelebi/1.0; +http://tchelebi.io),SUCCESS,STANDARD_HTTP,
3675,"20.106.196.4 - - [14/Jul/2025:04:28:52 +0900] ""GET /hudson HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 zgrab/0.x""",20.106.196.4,,,14/Jul/2025:04:28:52 +0900,2025-07-14 04:28:52+09:00,GET /hudson HTTP/1.1,GET,/hudson,HTTP/1.1,404,232,,Mozilla/5.0 zgrab/0.x,SUCCESS,STANDARD_HTTP,
3676,"164.92.209.93 - - [14/Jul/2025:05:17:35 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",164.92.209.93,,,14/Jul/2025:05:17:35 +0900,2025-07-14 05:17:35+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3677,"164.92.209.93 - - [14/Jul/2025:05:17:36 +0900] ""\x16\x03\x01"" 400 226 ""-"" ""-""",164.92.209.93,,,14/Jul/2025:05:17:36 +0900,2025-07-14 05:17:36+09:00,\x16\x03\x01,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3678,"164.92.209.93 - - [14/Jul/2025:05:17:36 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",164.92.209.93,,,14/Jul/2025:05:17:36 +0900,2025-07-14 05:17:36+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3679,"164.92.209.93 - - [14/Jul/2025:05:17:37 +0900] ""GET /form.html HTTP/1.1"" 404 232 ""-"" ""curl/8.1.2""",164.92.209.93,,,14/Jul/2025:05:17:37 +0900,2025-07-14 05:17:37+09:00,GET /form.html HTTP/1.1,GET,/form.html,HTTP/1.1,404,232,,curl/8.1.2,SUCCESS,STANDARD_HTTP,
3680,"164.92.209.93 - - [14/Jul/2025:05:17:37 +0900] ""GET /upl.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0""",164.92.209.93,,,14/Jul/2025:05:17:37 +0900,2025-07-14 05:17:37+09:00,GET /upl.php HTTP/1.1,GET,/upl.php,HTTP/1.1,404,232,,Mozilla/5.0,SUCCESS,STANDARD_HTTP,
3681,"164.92.209.93 - - [14/Jul/2025:05:17:38 +0900] ""GET /t4 HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0""",164.92.209.93,,,14/Jul/2025:05:17:38 +0900,2025-07-14 05:17:38+09:00,GET /t4 HTTP/1.1,GET,/t4,HTTP/1.1,404,232,,Mozilla/5.0,SUCCESS,STANDARD_HTTP,
3682,"164.92.209.93 - - [14/Jul/2025:05:17:38 +0900] ""GET /geoip/ HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",164.92.209.93,,,14/Jul/2025:05:17:38 +0900,2025-07-14 05:17:38+09:00,GET /geoip/ HTTP/1.1,GET,/geoip/,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3683,"164.92.209.93 - - [14/Jul/2025:05:17:39 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",164.92.209.93,,,14/Jul/2025:05:17:39 +0900,2025-07-14 05:17:39+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3684,"164.92.209.93 - - [14/Jul/2025:05:17:39 +0900] ""GET /1.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",164.92.209.93,,,14/Jul/2025:05:17:39 +0900,2025-07-14 05:17:39+09:00,GET /1.php HTTP/1.1,GET,/1.php,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3685,"164.92.209.93 - - [14/Jul/2025:05:17:40 +0900] ""GET /systembc/password.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",164.92.209.93,,,14/Jul/2025:05:17:40 +0900,2025-07-14 05:17:40+09:00,GET /systembc/password.php HTTP/1.1,GET,/systembc/password.php,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3686,"164.92.209.93 - - [14/Jul/2025:05:17:40 +0900] ""GET /password.php HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""",164.92.209.93,,,14/Jul/2025:05:17:40 +0900,2025-07-14 05:17:40+09:00,GET /password.php HTTP/1.1,GET,/password.php,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3687,"165.154.217.247 - - [14/Jul/2025:06:36:51 +0900] ""GET /.env HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36""",165.154.217.247,,,14/Jul/2025:06:36:51 +0900,2025-07-14 06:36:51+09:00,GET /.env HTTP/1.1,GET,/.env,HTTP/1.1,404,232,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",SUCCESS,STANDARD_HTTP,
3688,"165.154.217.247 - - [14/Jul/2025:06:36:52 +0900] ""POST / HTTP/1.1"" 405 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36""",165.154.217.247,,,14/Jul/2025:06:36:52 +0900,2025-07-14 06:36:52+09:00,POST / HTTP/1.1,POST,/,HTTP/1.1,405,178,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",SUCCESS,STANDARD_HTTP,
3689,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/MyAdmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/MyAdmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/MyAdmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3690,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.10.0.2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3691,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/web/phpMyAdmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/web/phpMyAdmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/web/phpMyAdmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3692,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/SQL/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/SQL/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/SQL/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3693,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/webadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/webadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/webadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3694,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/sqlmanager/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/sqlmanager/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/sqlmanager/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3695,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/admin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/admin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/admin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3696,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/phpma/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/phpma/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpma/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3697,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/PHPMYADMIN/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/PHPMYADMIN/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/PHPMYADMIN/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3698,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/myadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/myadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/myadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3699,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/sql/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/sql/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/sql/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3700,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/mysql/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/mysql/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/mysql/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3701,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/mysql-admin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/mysql-admin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/mysql-admin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3702,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/db/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/db/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/db/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3703,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/dbadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/dbadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/dbadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3704,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/sqlweb/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/sqlweb/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/sqlweb/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3705,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/phpMyAdmin2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/phpMyAdmin2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3706,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.10.3/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.10.3/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.10.3/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3707,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/php/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/php/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/php/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3708,"121.186.31.54 - - [14/Jul/2025:06:50:38 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",121.186.31.54,,,14/Jul/2025:06:50:38 +0900,2025-07-14 06:50:38+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.11.1.2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
